idx,replacements_visual,replacements_phonetic,replacements_typo
1006,"[('identifying', 'idǝnti㎌ɏing')]","[('identifying', 'identifyinge')]","[('identifying', 'idenyifyinv')]"
1007,"[('achieved', 'achiev⍷d')]","[('achieved', 'atchieved')]","[('achieved', 'a""chieved')]"
1008,"[('elucidate', 'eluсidate')]","[('elucidate', 'elucuddate')]","[('elucidate', '~elu=c$ida-te')]"
1009,"[('alaoui', 'alaouι')]","[('alaoui', 'allowh')]","[('alaoui', 'auoali')]"
1010,"[('consensus', 'cons⋸nsus')]","[('consensus', 'consansas')]","[('consensus', 'consen`sus')]"
1011,"[('unobserved', 'unᴅbserved')]","[('unobserved', 'unobserved')]","[('unobserved', 'unobservd')]"
1012,"[('altogether', 'al߅ogeŧheո')]","[('altogether', 'alteogethor')]","[('altogether', 'altogethe*r')]"
1013,"[('production', 'pɼodขctỈon')]","[('production', 'produchtiont')]","[('production', 'produ`ct/ion')]"
1014,"[('carefully', 'carefuᒧļy')]","[('carefully', 'carfelly')]","[('carefully', 'celrafuly')]"
1015,"[('future', 'futuᶯe')]","[('future', 'futtur')]","[('future', 'fruute')]"
1016,"[('singlet', 'ßīƞgĺeť')]","[('singlet', 'singlat')]","[('singlet', 'dinglet')]"
1017,"[('relaxed', 'relaxϱɖ')]","[('relaxed', 'relagxsseed')]","[('relaxed', '}rela{xed')]"
1018,"[('provide', 'pro∆ide')]","[('provide', 'proviede')]","[('provide', 'prvide')]"
1019,"[('insights', 'insigրts')]","[('insights', 'insightss')]","[('insights', 'isights')]"
1020,"[('precision', 'pre▢ision')]","[('precision', 'preecisiohn')]","[('precision', 'precisi{on')]"
1021,"[('types', 'ȶypes')]","[('types', 'ttypes')]","[('types', 'tpyes')]"
1022,"[('adaptive', 'àɗäₚtive')]","[('adaptive', 'adaptivel')]","[('adaptive', 'avaptive')]"
1023,"[('spatial', 'ⳍpatial')]","[('spatial', 'spatiel')]","[('spatial', 's|pat~i[al')]"
1024,"[('runs', 'runᎦ')]","[('runs', 'runss')]","[('runs', 'rnus')]"
1025,"[('testing', 'testinᶒ')]","[('testing', 'teseding')]","[('testing', 'testnig')]"
1026,"[('evaluate', 'eᓲalỤate')]","[('evaluate', 'eveagluate')]","[('evaluate', '`evaluate')]"
1027,"[('compelling', 'cоmpe℔línǧ')]","[('compelling', 'compèlling')]","[('compelling', 'compeling')]"
1028,"[('reveals', 'revea˨s')]","[('reveals', 'reveeals')]","[('reveals', ""re'vea+l|s"")]"
1029,"[('learning', 'leàrᶮīnᵍ')]","[('learning', 'learningl')]","[('learning', 'Learnig')]"
1030,"[('easily', 'ⲉasiiy')]","[('easily', 'esily')]","[('easily', '@e%asily')]"
1031,"[('wide', 'wiⅾe')]","[('wide', 'whide')]","[('wide', 'wde')]"
1032,"[('research', 'reseᣩrch')]","[('research', 'rresearti')]","[('research', 'researc')]"
1033,"[('scattering', 'scӘttӕring')]","[('scattering', 'scagtturing')]","[('scattering', 'cattering')]"
1034,"[('heterogeneity', 'hetᶒr໐geneity')]","[('heterogeneity', 'heterrogeneaighty')]","[('heterogeneity', 'herieeoengtty')]"
1035,"[('dense', 'ⅾense')]","[('dense', 'dens')]","[('dense', 'dnse')]"
1036,"[('random', 'raɳdom')]","[('random', 'rantdom')]","[('random', '/random')]"
1037,"[('rank', 'ranᴋ')]","[('rank', 'rangk')]","[('rank', 'ank')]"
1038,"[('capabilities', '৹ap∂bilıtieṡ')]","[('capabilities', 'ckapebileties')]","[('capabilities', 'capabilties')]"
1039,"[('establishing', 'estaດlishing')]","[('establishing', 'esttabblishin')]","[('establishing', 'es`ta:b`lish+i#ng')]"
1040,"[('combine', 'ćombinê')]","[('combine', 'combineg')]","[('combine', 'combinw')]"
1041,"[('guidelines', 'guidelinɛs')]","[('guidelines', 'guiedlines')]","[('guidelines', 'guideins')]"
1042,"[('learning', 'leaԻning')]","[('learning', 'learnin')]","[('learning', 'lannreig')]"
1043,"[('electric', 'electrіc')]","[('electric', 'eelectrik')]","[('electric', 'el)ectric')]"
1044,"[('must', 'ᥖust')]","[('must', 'meust')]","[('must', ""'must"")]"
1045,"[('computation', 'cⵎmputatỉcn')]","[('computation', 'comepetatiogn')]","[('computation', 'compuation')]"
1046,"[('cold', 'CoƖⱊ')]","[('cold', 'colld')]","[('cold', 'clod')]"
1047,"[('increase', 'iñcreͣsȇ')]","[('increase', 'increese')]","[('increase', 'incerasing')]"
1048,"[('concepts', 'coɴcĕpₜs')]","[('concepts', ""concepts'"")]","[('concepts', 'cojcepgs')]"
1049,"[('many', 'manɑ')]","[('many', 'mannie')]","[('many', 'mnay')]"
1050,"[('partial', 'partiaⅼ')]","[('partial', 'parciala')]","[('partial', 'paaitrl')]"
1051,"[('constants', 'constƏnts')]","[('constants', 'consteantts')]","[('constants', 'onstants')]"
1052,"[('compact', 'coᥖpact')]","[('compact', ""compackedf'"")]","[('compact', 'compac')]"
1053,"[('nuclear', 'nuοlear')]","[('nuclear', 'neuclearr')]","[('nuclear', 'nlecaur')]"
1054,"[('tighter', 'tigᛷtᏼr')]","[('tighter', 'tightar')]","[('tighter', 'tigher')]"
1055,"[('presence', 'preʂence')]","[('presence', 'prresens')]","[('presence', '}p;r<e^sen|ce')]"
1056,"[('demonstrating', 'dëmₒnstrāting')]","[('demonstrating', 'demonstrentingl')]","[('demonstrating', 'demontrating')]"
1057,"[('side', '⫉ïdϱ')]","[('side', 'sid')]","[('side', 'sde')]"
1058,"[('asymmetric', 'aಽymmệtrᵢᴏ')]","[('asymmetric', 'asymmetric')]","[('asymmetric', 'aermytmsic')]"
1059,"[('setting', 's⋸ttịnǥ')]","[('setting', 'seting')]","[('setting', 'settng')]"
1060,"[('relative', 'relati٧e')]","[('relative', 'relatev')]","[('relative', 'rlative')]"
1061,"[('ranging', 'ranginε')]","[('ranging', 'rannedging')]","[('ranging', 'rgnniag')]"
1062,"[('guide', 'guid⋸')]","[('guide', 'guied')]","[('guide', ""gu@id'e"")]"
1063,"[('graph', 'graҏh')]","[('graph', 'grraph')]","[('graph', '{grap$h')]"
1064,"[('weakened', 'wēäkenₑᵭ')]","[('weakened', ""weakened'"")]","[('weakened', 'deqkened')]"
1065,"[('vibrant', 'viԽranẛ')]","[('vibrant', 'veibrent')]","[('vibrant', 'vib?rant')]"
1066,"[('analytically', 'analyticalإy')]","[('analytically', 'analitically')]","[('analytically', 'anlytically')]"
1067,"[('succeed', 's∪cceed')]","[('succeed', 'succeeed')]","[('succeed', 'succ%e<ed')]"
1068,"[('oxidation', 'Оxidaᵮion')]","[('oxidation', 'oxcadation')]","[('oxidation', 'o{x|id*ati""on')]"
1069,"[('advantages', 'ϐdvaռtǝges')]","[('advantages', 'advantyges')]","[('advantages', 'atagdnvaes')]"
1070,"[('luminescence', 'lԝminBscence')]","[('luminescence', 'lewminesens')]","[('luminescence', 'lumnescene')]"
1071,"[('zero', 'zεro')]","[('zero', 'zerougha')]","[('zero', 'ze^ro')]"
1072,"[('suffers', 'suffɐ⳾s')]","[('suffers', 'seffers')]","[('suffers', 'sfrefus')]"
1073,"[('high', 'րigh')]","[('high', 'higha')]","[('high', 'hgih')]"
1074,"[('detected', 'deteοteɖ')]","[('detected', 'detaceded')]","[('detected', 'detecte')]"
1075,"[('algorithm', 'algoⲙithm')]","[('algorithm', 'algarithem')]","[('algorithm', 'algorith')]"
1076,"[('damped', 'damрed')]","[('damped', ""dampedf'"")]","[('damped', 'daempd')]"
1077,"[('without', 'withⴘut')]","[('without', 'whithoat')]","[('without', 'w>i)th~ou*t')]"
1078,"[('similarities', 'ₛimilârițieß')]","[('similarities', 'sumilarities')]","[('similarities', 'similiarities')]"
1079,"[('highest', 'hiʙḩest')]","[('highest', 'highesst')]","[('highest', 'h|ighest')]"
1080,"[('polarization', 'poᶅᷲrℑzaƭìȯn')]","[('polarization', ""polwarisation'"")]","[('polarization', ';olarisation')]"
1081,"[('enhances', 'ennances')]","[('enhances', 'eanhaunces')]","[('enhances', 'eeacnnhs')]"
1082,"[('call', 'caƖl')]","[('call', 'caughll')]","[('call', 'c)all')]"
1083,"[('bilinear', 'էilinear')]","[('bilinear', ""bellinner'"")]","[('bilinear', 'bilin;ea_r')]"
1084,"[('opens', 'Οῃens')]","[('opens', 'openz')]","[('opens', 'oens')]"
1085,"[('cubic', '⩍ubḹc')]","[('cubic', 'coobic')]","[('cubic', '_cubi=c')]"
1086,"[('scene', 'scenε')]","[('scene', 'schenee')]","[('scene', 's(c-ene')]"
1087,"[('focused', 'focuseῂ')]","[('focused', 'fockesta')]","[('focused', 'fcused')]"
1088,"[('using', '⊔sing')]","[('using', 'yousingh')]","[('using', 'usnig')]"
1089,"[('experimentally', 'experimentallฏ')]","[('experimentally', 'experimentallya')]","[('experimentally', 'expe_ri{ment}all#y')]"
1090,"[('nonuniform', 'nonunⳐfọrm')]","[('nonuniform', 'nonuniform')]","[('nonuniform', 'onuniform')]"
1091,"[('intelligent', 'ĩƞtȇlľǐgent')]","[('intelligent', 'intellygent')]","[('intelligent', 'Intilligent')]"
1092,"[('designed', 'designᰀd')]","[('designed', 'dezigned')]","[('designed', 'dsigned')]"
1093,"[('directional', 'di╭ectional')]","[('directional', 'deireectionel')]","[('directional', 'irectional')]"
1094,"[('label', 'ˡabǝl')]","[('label', 'lablew')]","[('label', 'lable')]"
1095,"[('challenges', 'chӘllenges')]","[('challenges', 'chalenngis')]","[('challenges', 'callenges')]"
1096,"[('empirically', 'empiricaᒧly')]","[('empirically', 'empeirikalli')]","[('empirically', 'empir%ical,l|y')]"
1097,"[('found', '⥌ound')]","[('found', 'founced')]","[('found', 'foud')]"
1098,"[('concerns', 'οoncerns')]","[('concerns', ""concerngh'sp"")]","[('concerns', 'concens')]"
1099,"[('planck', 'plaחck')]","[('planck', 'pleanck')]","[('planck', 'pcanlk')]"
1100,"[('sparsification', 'ṣp8rsᏓficaṫⅰon')]","[('sparsification', 'sparsification')]","[('sparsification', 'sapiioistarcfn')]"
1101,"[('power', 'poມer')]","[('power', 'powir')]","[('power', 'pwoer')]"
1102,"[('shred', 'şẖreⲚ')]","[('shred', 'shreed')]","[('shred', 'srhed')]"
1103,"[('first', 'fiɍst')]","[('first', 'firsed')]","[('first', 'firt')]"
1104,"[('environment', 'en⋁iⱂonment')]","[('environment', 'enveironemont')]","[('environment', 'envionment')]"
1105,"[('attention', 'ạttèntion')]","[('attention', 'atentiun')]","[('attention', 'attenion')]"
1106,"[('single', 'siηg།e')]","[('single', 'singl')]","[('single', 'sgline')]"
1107,"[('fits', 'fiₜś')]","[('fits', 'fitss')]","[('fits', 'ftis')]"
1108,"[('screening', 'screeniƞg')]","[('screening', ""screening'"")]","[('screening', 'screenin')]"
1109,"[('encryption', 'encrypticn')]","[('encryption', 'eankryption')]","[('encryption', 'encyption')]"
1110,"[('explore', 'expІore')]","[('explore', 'exsplor')]","[('explore', 'epxrole')]"
1111,"[('despite', 'deЅpite')]","[('despite', 'dispite')]","[('despite', 'd|espite')]"
1112,"[('vehicle', 'vehiclѐ')]","[('vehicle', 'veheche')]","[('vehicle', 'ehicle')]"
1113,"[('sequence', 'sequeẖcɐ')]","[('sequence', 'seaquenceu')]","[('sequence', 'sequnc')]"
1114,"[('assess', 'asˢess')]","[('assess', 'assessm')]","[('assess', 'asess')]"
1115,"[('stra', 'stոa')]","[('stra', 'stra')]","[('stra', 'srta')]"
1116,"[('angular', 'ǝngulaᴹ')]","[('angular', 'anghularr')]","[('angular', 'analugr')]"
1117,"[('zeta', 'zetჴ')]","[('zeta', 'zzeta')]","[('zeta', 'ze[ta')]"
1118,"[('project', 'pⲙoject')]","[('project', 'prosact')]","[('project', 'projet')]"
1119,"[('receiver', 'receIver')]","[('receiver', 'rreceyver')]","[('receiver', 'r$eceive!r')]"
1120,"[('complexity', 'comʛl⋸xity')]","[('complexity', 'ckompleexitea')]","[('complexity', 'comp$le`xity')]"
1121,"[('reconnects', 'ᚪeconnects')]","[('reconnects', 'reconectes')]","[('reconnects', 'reconnets')]"
1122,"[('include', 'inclսdᏼ')]","[('include', 'ienclude')]","[('include', 'indclue')]"
1123,"[('discrete', 'dℑscȓetₑ')]","[('discrete', 'discryte')]","[('discrete', 'discrets')]"
1124,"[('vice', 'vicԐ')]","[('vice', 'vige')]","[('vice', 'vcie')]"
1125,"[('first', 'fiɾst')]","[('first', 'firseds')]","[('first', '1st')]"
1126,"[('version', 'vérsiøñ')]","[('version', ""versione'"")]","[('version', 'vfesion')]"
1127,"[('state', 'Ȿtate')]","[('state', ""state'"")]","[('state', '~stat.e')]"
1128,"[('established', 'establisηeῄ')]","[('established', 'establiched')]","[('established', 'ebleshiatsd')]"
1129,"[('compared', '০omparɵd')]","[('compared', 'combepered')]","[('compared', 'ompare')]"
1130,"[('overall', 'oveɾalḽ')]","[('overall', 'overalgh')]","[('overall', 'Overwall')]"
1131,"[('challenges', '⊂ha⦌lenges')]","[('challenges', 'chilleneges')]","[('challenges', 'calleges')]"
1132,"[('test', 'teⳄt')]","[('test', ""tets'"")]","[('test', 'te{st')]"
1133,"[('architecture', 'architectUre')]","[('architecture', 'archittecteere')]","[('architecture', 'arch%ite<ctu%r.e')]"
1134,"[('added', 'addⲉd')]","[('added', 'adided')]","[('added', '""add\\e&d')]"
1135,"[('remote', 'remϹtǣ')]","[('remote', 'remowte')]","[('remote', 'rem[o=te')]"
1136,"[('semantics', 'semanŧics')]","[('semantics', 'semanticso')]","[('semantics', 'senantics')]"
1137,"[('full', 'fuɭl')]","[('full', ""fool'"")]","[('full', 'fuul')]"
1138,"[('pursuit', 'pürsuit')]","[('pursuit', 'pursoat')]","[('pursuit', 'poursuit')]"
1139,"[('suggested', 'suggeЅted')]","[('suggested', 'suggested')]","[('suggested', 'suggeted')]"
1140,"[('effective', 'effectiуⲉ')]","[('effective', 'effactyve')]","[('effective', 'ef-fe)ct_iv&e')]"
1141,"[('linearly', 'lḹnearly')]","[('linearly', 'llinearrly')]","[('linearly', 'lnrialey')]"
1142,"[('model', 'ᴍȯdel')]","[('model', ""moddle's'"")]","[('model', 'modle')]"
1143,"[('crucial', 'ɷrucial')]","[('crucial', 'crutifle')]","[('crucial', 'criuacl')]"
1144,"[('quantum', 'quantⳐm')]","[('quantum', 'quontume')]","[('quantum', 'qua:ntu""m')]"
1145,"[('correspondence', 'cqrŗespondѐnce')]","[('correspondence', 'correspanedonce')]","[('correspondence', 'ceonnorsprdece')]"
1146,"[('standard', 'sƒandarὰ')]","[('standard', 'standired')]","[('standard', 'stanard')]"
1147,"[('furthermore', 'fuᥒthermor↋')]","[('furthermore', 'ffurtheremore')]","[('furthermore', 'furherore')]"
1148,"[('reproduce', 'reqroduce')]","[('reproduce', 'reproducse')]","[('reproduce', 'reroduce')]"
1149,"[('properties', '⒫roperțīes')]","[('properties', 'propterise')]","[('properties', 'propertys')]"
1150,"[('investigate', 'iƞṿestսᏼate')]","[('investigate', 'ienneveestigate')]","[('investigate', 'iasegnttvie')]"
1151,"[('research', 'ᴺesearch')]","[('research', 'reserrch')]","[('research', 'rsaeecrh')]"
1152,"[('regime', 'ręgiᲅe')]","[('regime', 'raygime')]","[('regime', '$r+egi.me')]"
1153,"[('optimal', 'opʈimal')]","[('optimal', 'optimulle')]","[('optimal', 'optial')]"
1154,"[('sensors', 'ϛensors')]","[('sensors', 'senssorz')]","[('sensors', 's^ensors')]"
1155,"[('give', 'ʚiҮe')]","[('give', 'ggive')]","[('give', 'gvie')]"
1156,"[('visualise', 'Ṿⅰsuəіise')]","[('visualise', 'visualise')]","[('visualise', 'visualis')]"
1157,"[('show', 'sՒow')]","[('show', 'ssiow')]","[('show', '-show')]"
1158,"[('fast', 'Ӻast')]","[('fast', 'fist')]","[('fast', 'fa^st')]"
1159,"[('also', 'alsΟ')]","[('also', 'awlso')]","[('also', 'aslo')]"
1160,"[('emission', 'emissǐôn')]","[('emission', 'emissien')]","[('emission', 'demission')]"
1161,"[('swiftly', 'sսiftlᥡ')]","[('swiftly', 'swiftlya')]","[('swiftly', 'swi?ftly')]"
1162,"[('components', 'cᴅmpoɱents')]","[('components', 'ckompeaunnents')]","[('components', 'componen=ts')]"
1163,"[('technology', 'technoloᶓy')]","[('technology', 'teeacnology')]","[('technology', 'echnology')]"
1164,"[('reporting', 'rеporting')]","[('reporting', 'reepeorting')]","[('reporting', 'eporting')]"
1165,"[('effectively', 'effectḹvely')]","[('effectively', 'effactiveli')]","[('effectively', 'effecively')]"
1166,"[('latter', 'latteץ')]","[('latter', 'later')]","[('latter', 'lttear')]"
1167,"[('parts', 'ⱷarts')]","[('parts', 'ports')]","[('parts', 'ptars')]"
1168,"[('incorporates', 'incorpoȑᵃteß')]","[('incorporates', ""incarporate'se"")]","[('incorporates', 'incor[orates')]"
1169,"[('decade', 'dѳcade')]","[('decade', 'decad')]","[('decade', 'decde')]"
1170,"[('eccentricity', 'ecceñtrǐcìty')]","[('eccentricity', ""exentracity'"")]","[('eccentricity', 'eccentriclty')]"
1171,"[('bidirectional', 'bidirection⊟l')]","[('bidirectional', 'bidirectional')]","[('bidirectional', 'bidirectiona')]"
1172,"[('could', 'cǫulᵭ')]","[('could', 'couled')]","[('could', ""could't"")]"
1173,"[('text', 'te≽t')]","[('text', 'taixt')]","[('text', 'txt')]"
1174,"[('channels', 'ʗhanne⨿s')]","[('channels', 'channalls')]","[('channels', 'chlneans')]"
1175,"[('explain', 'exp⦋ain')]","[('explain', 'explaine')]","[('explain', '.e/x/p)l!ain')]"
1176,"[('still', 'stilᶅ')]","[('still', 'steill')]","[('still', 'sltil')]"
1177,"[('larger', 'larԑer')]","[('larger', 'llargur')]","[('larger', 'arger')]"
1178,"[('platform', 'p⏌atform')]","[('platform', 'pplahtform')]","[('platform', 'patrolfm')]"
1179,"[('finite', 'finⅰte')]","[('finite', 'feinite')]","[('finite', 'finie')]"
1180,"[('appearances', 'aᵖpʚaɾáᶇℂes')]","[('appearances', 'appearancese')]","[('appearances', ""a'peatances"")]"
1181,"[('etal', 'etậl')]","[('etal', 'etal')]","[('etal', 'eta)l')]"
1182,"[('complexity', 'Ϲomplexity')]","[('complexity', 'complicastly')]","[('complexity', 'complexty')]"
1183,"[('chosen', 'chosεn')]","[('chosen', 'chastenc')]","[('chosen', 'cheosn')]"
1184,"[('approximations', 'approximaticns')]","[('approximations', 'aippreaximetions')]","[('approximations', 'artanxooppmiis')]"
1185,"[('across', 'acroṢs')]","[('across', 'acrauss')]","[('across', '>ac;ros=s')]"
1186,"[('moduli', 'mod⋃li')]","[('moduli', 'moduli')]","[('moduli', 'mouli')]"
1187,"[('respectively', 'ɾesըecti⁄elⱹ')]","[('respectively', 'reesppectivly')]","[('respectively', 'rpeivetcelsy')]"
1188,"[('functional', 'functi០nәl')]","[('functional', 'fenctionall')]","[('functional', 'functioal')]"
1189,"[('energy', 'eпergy')]","[('energy', 'eaneredgy')]","[('energy', 'e,n(er>gy')]"
1190,"[('discretization', 'discrϐtizati□n')]","[('discretization', 'discretization')]","[('discretization', 'drcietizaotsin')]"
1191,"[('simulation', 'Ⴝimulation')]","[('simulation', 'ssimelaition')]","[('simulation', 'slimuoaitn')]"
1192,"[('physical', 'ɑhᒘsiсaᥧ')]","[('physical', 'phycical')]","[('physical', 'phys#ical')]"
1193,"[('sufficiently', 'ſu㎌fᵢcℑēnŧ℔y')]","[('sufficiently', 'spificentlys')]","[('sufficiently', 'sufvjciently')]"
1194,"[('certain', 'cϐrtaiդ')]","[('certain', 'certtain')]","[('certain', 'certa,in')]"
1195,"[('question', 'questioɳ')]","[('question', 'queueastion')]","[('question', 'qtiuoesn')]"
1196,"[('demonstrate', 'demoŉₛtrate')]","[('demonstrate', 'demonstratedf')]","[('demonstrate', 'demonstatrate')]"
1197,"[('difficult', 'difficu⦋t')]","[('difficult', 'diffikultt')]","[('difficult', 'dif>ficu%l=t')]"
1198,"[('provide', 'p⳾ʗvide')]","[('provide', 'perovide')]","[('provide', 'prvide')]"
1199,"[('order', 'ordѐr')]","[('order', 'ordur')]","[('order', 'rder')]"
1200,"[('distribution', 'di㎮tribūₜion')]","[('distribution', 'déstribution')]","[('distribution', 'Distribushion')]"
1201,"[('without', 'withoՍt')]","[('without', 'withought')]","[('without', 'ithout')]"
1202,"[('quantity', 'quѲոțiʈy')]","[('quantity', 'quahntiti')]","[('quantity', 'qua!ntity')]"
1203,"[('increased', 'ℑñcrêased')]","[('increased', 'increised')]","[('increased', 'incresed')]"
1204,"[('equilateral', 'equila┼єral')]","[('equilateral', 'equilateral')]","[('equilateral', '.e|qui-l;ater*al')]"
1205,"[('changes', 'chaզgeႽ')]","[('changes', ""change'sl"")]","[('changes', 'cngeahs')]"
1206,"[('villadelprat', 'villadelpɾaჶ')]","[('villadelprat', 'villadelprat')]","[('villadelprat', ""vil/lade$l~pr'at"")]"
1207,"[('vanilla', 'vanil˩a')]","[('vanilla', 'vanella')]","[('vanilla', '%van[illa')]"
1208,"[('spin', 'sɒin')]","[('spin', 'spen')]","[('spin', 'spn')]"
1209,"[('recently', 'ɍecₑntˡý')]","[('recently', 'renestly')]","[('recently', 'Recentally')]"
