clean,perturbed,legibility_score,legible
entry,eοtnʞ,-0.943544,
entry,enƑrW,-0.9573158,
tried,ճrîѐd,-0.26402307,
tried,trieǕ,0.24076952,
potential,дɐtėοtiàl,-1.6407424,
potential,qeϯeƞtiƨi,-0.78959626,
career,ɛareȇr,1.4539155,
career,cårƽөr,0.494258,
subscribe,ӟubscпībe,-0.025119036,
subscribe,sûbsċribe,2.799391,
after,ȃfͳer,0.54933,
after,afճeń,-2.1044507,
flying,ճlyinǥ,-0.2379897,
flying,flyΙng,2.6528485,
foundation,ſounďa˕ìoɞ,-0.7531497,
foundation,ťounöaŧāon,1.8368492,
otherwise,otheґwĺse,1.5133766,
otherwise,otheɍwiօe,0.28798497,
college,ȯollͼge,1.3780434,
college,ěclļegé,2.68442,
spencer,spenżer,0.4789228,
spencer,spencer,4.887474,
recruitment,ɾeɞruitmɓnt,1.9718778,
recruitment,rсbruϫϊmėnt,-0.009788893,
auburn,aɹbɺnn,0.88278896,
auburn,aùburn,3.0657985,
findlaw,ʄindɬàա,0.1785996,
findlaw,fínʚläw,-0.62428635,
confusion,όȱɧfÜsͽon,-1.4007066,
confusion,confuяƚon,0.04802461,
font,foґτ,0.6360736,
font,fɘnƑ,-0.42390195,
quest,quϵŝt,2.4961646,
quest,quċǝt,-0.84014344,
instructor,ìnsǳʀucȶόb,-1.3469164,
instructor,instrŭctbɾ,1.5902618,
rental,rɘntaӀ,0.17186962,
rental,ɛentaĺ,1.1200626,
identity,idèntїt¼,0.65411514,
identity,idenfitȳ,2.750389,
video,bidɘo,-0.94843566,
video,viόeo,0.6847183,
pottery,pottөñɣ,-0.89641786,
pottery,pɵŧteɅy,-0.20002735,
spending,ɵpénďinҜ,-0.4722929,
spending,spěnǒing,-0.06397722,
comp,oōmp,-1.9680604,
comp,comЦ,0.35035536,
wayne,ӹayŉʫ,-2.2142212,
wayne,waynɘ,0.84785724,
urgent,urgϭnt,2.7031417,
urgent,ӓѓgьnt,-0.91478306,
exec,ɐxeo,0.040559754,
exec,exeʙ,0.399542,
nigeria,niMérӏȧ,-1.9540539,
nigeria,n1ȵeriă,-0.61155355,
remained,ńeԋãińed,-1.5080296,
remained,reǌǎined,3.4150858,
cited,c1teǒ,-1.7112576,
cited,ciϊed,0.7677916,
detail,detaiǽ,1.0243523,
detail,deƫaɬl,0.91415113,
interventions,Ιnʕerʫeϧͳions,-0.08638275,
interventions,inƭervenʤĭöns,1.7103839,
beastality,bzastô§iҼɡ,-1.7777894,
beastality,bëaɞҾaiiƫy,-0.6247289,
naughty,ǹaűǵhty,2.1541376,
naughty,nau¼hҾy,-1.292868,
brisbane,brśɢbɞnè,0.1366257,
brisbane,brɨsԑare,4.1178308,
suggestion,зuɡgeɐtion,0.32402238,
suggestion,suggėƨfǽon,-0.4157031,
wallpaper,maЇƚȵaper,1.1220732,
wallpaper,wallpʚϸáʙ,-0.23508994,
beneath,beńȧȧțƃ,0.3725838,
beneath,bӓnƶäth,1.4319651,
execution,Եxećuͳion,0.7519312,
execution,execuιion,2.757722,
stones,stonɛs,4.391818,
stones,sκϭnès,-0.26935142,
stage,stȃge,3.0074992,
stage,ʛtâNe,-2.784779,
translations,transla˕iȯns,4.2646904,
translations,ƭraoӟlàtľonə,-0.4568426,
airlines,aɨrlínes,3.4969501,
airlines,aIсlɬnes,1.4344009,
goes,gɒēs,-0.9893005,
goes,gõєś,1.297114,
printer,șrìnϯer,1.6394444,
printer,printec,2.1337817,
zope,1ope,-0.27807584,
zope,ϲoƞɘ,-2.2964246,
sorts,sortɵ,-0.08883482,
sorts,sortƨ,-0.5617347,
combinations,ʚombinaŧĺoիs,-0.68671566,
combinations,ooԏɦĭnaϊioпs,-2.075429,
adjustment,adҘŮstmeгt,0.3860609,
adjustment,ad˧ӓɢιmėŋt,-0.782734,
obviously,obvîoūslԿ,0.4566221,
obviously,օϭvįouɵÍӎ,-2.4571552,
highs,ґighs,1.6900965,
highs,hiĝhs,4.1978416,
confirm,confǽrm,0.37107188,
confirm,con˕iɍm,0.9709311,
customise,єuɢtoφîӕe,-2.9141738,
customise,cusʇɔmiɘȇ,-0.886226,
subscribers,šubscrϫƃers,0.80594325,
subscribers,ͽυʙscríbөπs,-1.1989785,
warren,waɾгeο,0.95266527,
warren,ɯarrɘn,1.6641655,
think,tñɢnk,-0.3936799,
think,ƪhinӄ,-1.0554173,
falls,ǀaͽîɵ,-3.1899638,
falls,tӧʖĪǝ,-3.2150402,
there,Ѹhëre,0.5847807,
there,theńe,2.1402793,
filing,ιiϫing,-1.0560818,
filing,tiliǹg,1.323695,
fancy,fanȯӋ,-0.671479,
fancy,ƭaիcy,1.6352311,
lotus,ɨόtuɛ,-0.36656946,
lotus,iotus,1.4311855,
chip,chƚp,0.8290359,
chip,chiȿ,3.0839386,
ignored,iNnórɞd,-0.25972477,
ignored,ɫҩno¤ëd,-2.158479,
postcards,posƒcaʀds,0.33945423,
postcards,posŀcańʚs,-2.024388,
formed,foǹmed,2.2661617,
formed,fɒґտêd,-1.0023042,
campaigns,caωpaigѓs,0.6783241,
campaigns,cͽϕҏaīgns,-1.5834125,
bernard,ϧeñńard,-0.7183172,
bernard,bernand,4.856723,
czech,ɒƶech,-1.1420033,
czech,czɛch,4.0798287,
containers,cohtainөrs,2.1477342,
containers,ċòntaiɦerz,1.3940554,
sites,sǐtes,3.0801961,
sites,ɐΙtes,1.0235114,
hire,hÍrɵ,-0.58572894,
hire,hĩre,2.7398646,
italic,itͻlic,0.2349874,
italic,ƚtαɨic,-0.86105084,
accessory,ǎccessԍԷɥ,-0.22636145,
accessory,aͼċesƨory,1.252183,
fraction,}raʙtշoɵ,-2.379203,
fraction,fractíoο,1.1191183,
routing,rϭuting,2.0528734,
routing,пouting,2.0613759,
generating,кenerating,3.854908,
generating,gӟnerȧɩĺnM,-0.32327235,
currently,curȯently,1.9637294,
currently,ȯuŉreгtly,0.78377056,
institution,įnơƭļtuϊion,-0.29540604,
institution,inͼtituҾļon,-0.8558089,
chancellor,óгaňcɞīĬon,-1.4658811,
chancellor,cĥaʚcɞllor,1.364429,
promotional,promɛʈiǒnal,3.4738,
promotional,ϱrͼտotionaı,0.8092727,
indonesia,iĥӓónesia,1.4162359,
indonesia,ińdɔnĕɛia,1.4830688,
edward,edwűrӫ,-0.2863114,
edward,eowärd,0.56203496,
phentermine,phөntehmine,3.9448586,
phentermine,phenteñmioe,1.300799,
invision,iοʉisıoԦ,-0.69733435,
invision,invIsion,3.9039066,
motorola,mòtoroɬa,1.0942266,
motorola,φotɛʙola,-2.4813359,
moment,ɰoϖeňճ,-2.9211223,
moment,moɷëʚt,-0.47903302,
firewall,firewэll,3.3244724,
firewall,ǂiћewall,1.3530225,
steam,steսm,0.4442931,
steam,stĦam,1.3451431,
travesti,traҍeɞti,-0.19563624,
travesti,ъrэvөsti,-0.9106382,
proudly,proudlн,2.0367043,
proudly,prȯuâlή,-1.3493072,
linked,չɬnKόd,-2.136535,
linked,ıinkʀd,2.5670938,
copy,coɕy,1.9100542,
copy,ԑopy,-0.32861066,
aggressive,ͻggńesɵive,0.07873345,
aggressive,aggrʙсsǐʫe,-0.02677809,
allah,ӫĺīah,-0.87298924,
allah,ǎilah,0.29720253,
descending,ƌeͽcɵnding,1.167242,
descending,äescznôžɦg,-1.7755556,
album,albuɰ,2.3302884,
album,alƀǙm,1.1618838,
metallica,ЊĦtalɭïća,-0.7552261,
metallica,mêſǝllľoa,-2.034625,
lanes,lanes,5.041524,
lanes,ֆaĥes,-2.6421843,
participant,ŋarƭ;cıǫabt,-1.2179705,
participant,partìciʐanǂ,1.6039724,
judicial,jüdicial,3.3888557,
judicial,ɗʁơļćԍaІ,-2.3915942,
sally,saĩlƣ,-2.279179,
sally,saıly,2.7981584,
safari,sӭfȧri,1.9842271,
safari,saǂarɬ,2.7508934,
done,doпο,0.3794074,
done,ɑɛɦe,-2.127759,
rochester,roɛhɘster,2.6579733,
rochester,roóñԑster,-0.10636337,
perl,peří,-0.59893894,
perl,perÎ,1.2523178,
tight,tigƞʻ,0.5043488,
tight,ȸïgɾt,-1.4867775,
landscapes,landəcзpes,2.5182955,
landscapes,lænαscaƞeԍ,-2.6487024,
tapes,taρӫs,1.09273,
tapes,ɮapeə,-2.0398715,
conscious,ƈonɐcɫóuǝ,-1.4535493,
conscious,conscicuɢ,2.4311604,
petersburg,peƭeosbΌȯg,-0.11821825,
petersburg,peϯeпsbuɍǧ,1.561608,
conventions,ĉonʊenίiʚns,0.9954664,
conventions,coԦventɬonα,0.5961087,
reproduced,ńөprϭuaced,-0.9468235,
reproduced,reҫrϭdɒced,1.486073,
insulation,ïnsǔläʃïon,0.73329693,
insulation,insʚÌatiɔn,0.29076305,
difficulty,diffǏcūІty,2.1812108,
difficulty,ѳifʻŀcʁlty,-1.2350365,
posts,pɓsts,1.3514814,
posts,pɛзԢɐ,-2.6826618,
explorer,explorer,5.094186,
explorer,expɬoǹeř,-0.16258425,
cartridge,cartridgë,4.5495996,
cartridge,cȧrtridMɛ,1.6689078,
experience,ɵИperɬenoe,-1.2758197,
experience,experiɘňƨɵ,0.8126188,
pace,pacë,4.223446,
pace,pǒce,-0.93116385,
panels,panєls,4.5644326,
panels,pɜnels,2.8671408,
ethernet,ëthěсneţ,1.3912169,
ethernet,ethʙŕիet,0.28003287,
mpeg,%peg,-1.0762796,
mpeg,φpeg,0.20075275,
nasa,րēԑa,-2.3391,
nasa,naɜa,0.06276766,
toshiba,tosπƚbȧ,0.33455786,
toshiba,toοhɫba,-0.2844623,
iron,lron,1.2495558,
iron,ircn,1.5758865,
henry,nenry,4.690249,
henry,hɵnry,3.5734541,
database,database,4.657989,
database,ƌatabase,3.9704518,
display,diƶplay,2.5568197,
display,diоçlӭӵ,-2.758266,
discipline,dշscipline,2.8711648,
discipline,ƨiɐclplire,0.5304452,
afternoon,ʚftсrnǒoο,-0.3968102,
afternoon,ƨfteпnoon,1.6433542,
electro,elɛcίrό,1.9311181,
electro,elėϵtrϭ,1.2069615,
advertising,advƏrtisinM,1.4160235,
advertising,advecŧising,3.6228676,
perform,peг}orψ,-0.967782,
perform,perforж,2.95836,
gale,ǵäle,3.3700204,
gale,ʀäle,-0.32713485,
mpegs,mpɒԟs,-0.4350324,
mpegs,mpeĝɔ,-1.1625154,
defined,deɩɬnʚƌ,-1.7023027,
defined,dөfiƽɐǒ,-1.3685819,
laundry,laundюy,1.4617662,
laundry,lэɒñdry,-0.71070725,
break,bɦeak,1.1257968,
break,breák,3.9725447,
nationally,nǡtīɔnaîly,1.3074783,
nationally,ɦaҼıonȧllɣ,0.580423,
string,striʀg,2.0150778,
string,strinĝ,4.272749,
huntington,hunȸingίon,-0.34464216,
huntington,nuИťingtoп,1.0017989,
entrepreneurs,eŕtɾѐųreneuгs,2.4386942,
entrepreneurs,entreprɞnɵɺrs,1.4448328,
convenient,conҍëniěƨƭ,-0.5452903,
convenient,ċonvenїent,3.995855,
connected,Ԁoɐnëcteà,1.5014997,
connected,oօԻnecƫed,0.2178278,
concrete,ϭoncretͼ,1.3300766,
concrete,cɔncrϵtɵ,1.5706568,
despite,dʙspıɩě,0.67819,
despite,deɵpǽte,-0.060322367,
exposed,exŋosed,0.4999305,
exposed,ĕӥիoəed,-3.0521305,
saturn,saιúrɞ,-0.5508449,
saturn,saſuĦn,-0.4543432,
firewall,ǂiȑēwall,3.7951221,
firewall,ͳiřemaІl,0.22890437,
peripheral,pėriɒԻerɵl,2.9093685,
peripheral,peʀiphéral,1.8884671,
instrumental,instruωeԵtal,1.476208,
instrumental,ïhstřdmeĥtal,1.1257238,
expenses,exŋөnsƽs,-0.04551061,
expenses,ćмpeǹseƽ,-1.3114715,
proportion,ҫroцϩrŧzon,-1.662275,
proportion,prɜpoԦtıƨn,0.14698814,
apache,dpachɛ,0.5259836,
apache,ǟpache,2.6829405,
remix,remiX,4.0293927,
remix,ʀemչx,0.20054714,
obtain,oȯճain,-1.7959335,
obtain,ѕctain,1.9436238,
kevin,keΥin,3.659018,
kevin,Ƙevǽn,-0.4866285,
viruses,ʪiruses,3.26687,
viruses,viruseɢ,1.6234716,
fortune,fõrίǚne,0.17218173,
fortune,fortunɛ,2.9234378,
forecast,ŀoreбast,-2.066364,
forecast,Ӻօrөбaɘt,-2.3128376,
thee,tneė,2.7588181,
thee,ϯոee,-0.36710593,
montreal,mԀοtrëal,0.6803519,
montreal,montrĕɜl,0.0648608,
harmony,härǊʚǹW,-2.3315184,
harmony,řanmoпɴ,1.3231952,
media,½eԀia,0.2573546,
media,mͼdīä,-1.2149038,
claims,cΊaiҧs,0.9876439,
claims,ciasխs,0.37980637,
convenience,cόĥvөвïenoe,-1.165796,
convenience,convebšënėe,0.68135166,
offer,offɞr,2.8959649,
offer,offeŉ,0.263844,
metro,ǌɵtrc,-0.029742332,
metro,Ѩӫtrє,-1.0308111,
sleeps,sïɵepŝ,-1.1450154,
sleeps,ɞleeʐs,-1.4633682,
cambodia,caѩʙoӓia,-2.5662856,
cambodia,ɘamcɔöia,-2.3230436,
something,somөthïn¼,0.9340276,
something,somɞťhing,2.7952342,
biotechnology,biϭteoΆɾolԀgм,-0.40391156,
biotechnology,оɫotocիnolɓƞy,-1.2100995,
denied,denied,4.89792,
denied,dënΊed,1.5426407,
donald,doǹald,2.4739606,
donald,dōnӭld,-0.0407549,
hewlett,ŉeŵɫett,0.21810663,
hewlett,իewleft,2.9532833,
keeping,kĕɞpɪńg,0.47433576,
keeping,keƨping,2.0760846,
periodically,peсżʊūՖюallƴ,-1.4973342,
periodically,peԻiodĩcālìŷ,2.3938296,
gaming,gaѱļhg,-1.446431,
gaming,gamĬng,1.0016017,
comply,coǌply,1.6396991,
comply,ɞompշy,-1.706599,
writes,wօîǂɛs,-0.564745,
writes,writɵs,1.9958506,
savings,ƨavšngŝ,0.80381745,
savings,saviǹgs,3.4352682,
acid,aciǚ,-1.7097981,
acid,acìd,3.3112185,
flying,flЧǽng,-0.9859909,
flying,tlҊiĥg,-1.3352194,
measured,meăӟurëo,-1.2167284,
measured,meősuɾeö,-1.8490038,
chocolate,ϵhoƈoǐdte,-0.19809568,
chocolate,chеcolafє,3.3206072,
jobs,ψօbś,-1.1766094,
jobs,Јobs,0.5580549,
significant,sǣǥԵi˕icaĥt,-0.58891314,
significant,signifiёärt,2.5347607,
image,imagʙ,0.62355447,
image,ǣmağe,-0.19932938,
punch,puneh,3.4008613,
punch,puneh,3.4008613,
topic,tѳpic,1.5777304,
topic,tcpĺc,1.127198,
enforcement,ɞnfbrceʬeŕt,-0.4349731,
enforcement,юofoгcemënt,-0.3183144,
vehicles,vehicleɐ,3.4179976,
vehicles,Үehlcleͼ,2.5343175,
maintains,maintaɭns,3.1366014,
maintains,mӭľntažnʚ,-2.445077,
favorite,favϭrite,2.546551,
favorite,favѳrite,3.4644656,
register,registoh,0.75195974,
register,rɛMiɐtɛh,-1.1989927,
moved,woƲeâ,-2.733229,
moved,Ǌoved,1.2339884,
pulled,ʂulled,2.1415474,
pulled,pυllėd,4.023786,
slovakia,ċĩova¤ia,-0.93077606,
slovakia,sloҍakәӭ,-0.55311614,
reunion,ɍeɹnɭoɦ,0.6636063,
reunion,reuoiϭn,1.5126376,
carnival,cäґŋival,0.89159703,
carnival,ɞɞrĥival,-1.382238,
casino,ɜăƶiʙȯ,-3.1153264,
casino,cʚsino,3.5622702,
capability,capabilΙty,4.0088987,
capability,capǎbĩiity,3.1399941,
frankfurt,fсɵnkτǔnt,-0.2111605,
frankfurt,ſranҺfÜrt,1.0415435,
essentially,ėsseրtƚaǐlҸ,-0.08676108,
essentially,esɵentially,1.8650209,
invited,iɵvîҨėö,-1.9276743,
invited,înviճed,0.46206635,
lauren,îӑǓՒeя,-2.0628066,
lauren,laören,0.44085664,
criticism,criſičism,1.8988278,
criticism,crɨticism,4.6088977,
earning,earniʌͶ,-0.45955124,
earning,ɛɜrпɫng,-2.0425055,
cleanup,cÍƨāԻup,-0.42142093,
cleanup,cɨeɘnup,-0.5517156,
jake,jàke,4.2218723,
jake,jake,4.8804502,
decades,decȃäeɐ,2.3327653,
decades,ƌecɞɺes,-1.1252701,
considering,consĺdʙrińg,0.7720701,
considering,conɞideĦɔnҝ,-1.3465221,
landscapes,landsɛapɛs,2.6027703,
landscapes,ĺäƃöԍcaōeò,-3.029134,
political,ŋclıtical,1.1472611,
political,pcl1tŀcal,2.0863373,
freelance,fϵeƽlaИɔe,-1.4103485,
freelance,fŉɞelance,1.544065,
scientific,əòientific,-0.17687578,
scientific,ԍcīenτific,1.0188091,
dive,dive,4.8969045,
dive,ȧiVe,3.5771973,
wide,wide,4.9370713,
wide,wiʚe,0.7178913,
frost,fɼoƨƫ,0.93478733,
frost,ɮrօst,1.3218768,
minimum,msnimuѝ,0.46456677,
minimum,mľniտuɷ,-0.49287555,
furnished,ƭurŉłsheӓ,0.71603733,
furnished,füřnished,3.4407687,
graphic,Ͷraphīź,-1.037677,
graphic,gɼaçĥшѳ,0.02074034,
gotta,Аotta,-1.0770155,
gotta,¼ctta,-1.6458824,
barbie,baсbie,3.9621594,
barbie,baroıe,2.1736343,
forgotten,foґԞoǂӺeʙ,-1.4349493,
forgotten,ŀorǧoʥteɦ,-1.9484965,
baking,bǟϺing,-0.7207596,
baking,Եakinǥ,2.103434,
readily,heāԁiıy,0.52954143,
readily,rʙådily,1.6814831,
specified,specՖfiea,0.09296402,
specified,specıtɫëd,0.507559,
spice,søicċ,-1.148787,
spice,ͼpïϵē,-0.39761606,
ball,bäll,3.3082817,
ball,ɘall,-0.542299,
feof,ʕeof,1.0303334,
feof,ƒeoϊ,-0.98391443,
pope,ȿopԑ,-0.9050385,
pope,ǫȯpė,-1.577543,
overcome,oɵëѓcomɘ,-1.908755,
overcome,cƱɘrcomɵ,-0.40382355,
ages,agës,3.130522,
ages,ageɞ,0.65778667,
reserves,rɵserŅeϵ,0.34610513,
reserves,ȓʙseћƲeɔ,-2.3526247,
bernard,bernahd,4.2063937,
bernard,berгarö,0.8898828,
unemployment,uneӕȵlɒyment,0.9703069,
unemployment,ȧnɘmpìѐͶɯenſ,-1.5741931,
distributed,oiəťπibuted,-0.80220157,
distributed,distriouſed,2.1076787,
jacket,jacһet,1.1322356,
jacket,jacǨe(,0.32901898,
widescreen,widescreĕń,2.1880062,
widescreen,wïdëƽƈrĕeг,-0.2608964,
sorry,sõrhy,-0.6995999,
sorry,soԑŕÿ,0.4131781,
starter,ʚƭartɛг,-0.06558645,
starter,staоƭer,0.20647593,
wiki,wški,1.0296309,
wiki,wiКi,4.313869,
expo,ϵxpo,2.7329514,
expo,exqo,3.3572826,
maintain,$aintэİn,-1.9346464,
maintain,mэintaƚг,-0.1654924,
integer,ƚřteҕҌε,-2.6441123,
integer,in˕eger,1.643837,
conventional,cɛnvзnfΙoпal,1.9612246,
conventional,convenͳiόnal,2.5293899,
establish,estaóìžæո,-2.4582174,
establish,eɐҒaёlϫšh,-1.8403617,
greene,ɡreeŕe,1.7182864,
greene,ɡreene,1.6451516,
cathedral,catяecraȉ,-1.4117045,
cathedral,caԢπeőńͽl,-2.4687839,
chairs,chaiɦs,1.5215065,
chairs,chaıʀs,0.4829356,
area,arɵä,1.0704741,
area,aпea,-0.53377444,
universal,uεiYerśӭl,1.4722079,
universal,ƱniƉeԵeal,-0.92308265,
petite,çоtite,-0.8218905,
petite,ŋʙƭϫte,-2.593965,
repeated,rɛҏʙateđ,0.14213192,
repeated,ƽëpeaƭeâ,-1.2358667,
grounds,MrouԀӓs,0.4730648,
grounds,gccuրds,1.1325095,
holland,hòllaɵd,0.925516,
holland,hoїlana,1.5402082,
beer,bԑér,1.5522336,
beer,όzer,-1.6672263,
templates,teѪplaϊeз,-0.09477657,
templates,ŧemplǎҽës,1.7360028,
anyone,anӊɛɦe,-0.97391576,
anyone,anyȯne,3.7648346,
extended,eӿtendөd,2.528059,
extended,exteɓdeü,-1.096797,
catering,caterÏng,2.8373718,
catering,caterɨοM,-0.12484984,
powers,pєwԑrs,3.2668417,
powers,ąōɯërs,-0.89837706,
play,plͽy,0.900522,
play,дչay,-1.6855855,
october,cόʈobėr,3.5824878,
october,ocŧobөr,2.028102,
inventory,ɫĥvenͳory,0.1764696,
inventory,íɾȕeόtorɡ,0.3963748,
consecutive,ɛonsecu˕ɬve,0.6364709,
consecutive,cбnɵożυǆiʣe,-2.9167547,
rules,huleԑ,0.24751145,
rules,hȧıeɐ,-2.3095171,
salvation,ɛѳìvation,0.15207796,
salvation,salvs˕չόn,0.2081414,
responsibility,respʙnsibįlity,3.6585028,
responsibility,resɕƨnsioϩÎΊty,-0.61131483,
reported,repõѓted,1.6475568,
reported,reҫoǹted,0.2234984,
salem,ɒӫІϭm,-2.9972506,
salem,ɢalem,-0.6111756,
passport,дasəport,-0.42584237,
passport,ϸasԍpօrt,2.3209386,
story,օƫorӌ,1.2930927,
story,storɏ,3.5682514,
deployment,depƚoyment,2.756845,
deployment,aeʂloyweɦt,-0.38741767,
sandwich,ͼandwibŉ,0.7236326,
sandwich,sƌԀdɱich,3.551807,
membrane,mʙmbĥaσϲ,-1.6733422,
membrane,Шeϖƃȑanѐ,-2.2326782,
insertion,iИsɵŕtɜвn,-1.0010858,
insertion,inͼerƒīon,-0.2690072,
robust,robыst,2.316875,
robust,rȯoust,2.306786,
accused,æoouϧëɺ,-3.3285275,
accused,accuzeâ,-1.1524496,
holds,ѓόlûɘ,-2.7590902,
holds,noldə,-1.131207,
towns,Ƴowɾϫ,-1.0045367,
towns,townа,0.8926796,
lexus,ĭexuɐ,-0.20158371,
lexus,lοыus,-1.0637935,
laptops,Ïǒøtɔɿɞ,-2.9847226,
laptops,łapϓopɢ,-0.5943642,
herbal,heѓbaì,-0.291051,
herbal,hėrbal,3.4090145,
white,whŀté,-0.5615971,
white,wրїtĕ,-0.14339054,
ukraine,Ȣkralϧe,-0.7440155,
ukraine,ūkɽaine,4.2884865,
card,ca¤d,-0.8327135,
card,cǡrö,-1.4746819,
suits,suɬts,0.49314207,
suits,suїts,3.9720495,
transition,ͳǹӭnsǻtiԀn,-0.70922923,
transition,trʚnsżtǐon,2.1193247,
plains,pIainɐ,1.5819403,
plains,plašnz,1.6281507,
engagement,ɵюкaͶement,-0.63603723,
engagement,enǧӭMemeϲt,-0.91617817,
puppy,pɹpŋӵ,-1.6409316,
puppy,ȿuρpy,0.9828607,
rational,ràtioñaí,2.2949333,
rational,rǎӺΙonal,0.39694244,
fate,fatê,3.1589475,
fate,ιate,-0.13270377,
lowest,ıowest,3.032771,
lowest,lowéɛt,2.621777,
ipaq,íրäç,-2.808418,
ipaq,îpaq,0.6174899,
conversation,oǒnɵersation,-0.28940004,
conversation,conҍeršɜtͽoɞ,-1.4442898,
individually,indivĺօɒʚlly,0.90776986,
individually,չnöϫvidɜalĺҸ,-1.3287553,
fruit,tсüit,-0.71773034,
fruit,fruIt,1.3738623,
brought,оroɒgʀҒ,-0.47141874,
brought,ƃrou¤ht,0.42322633,
talked,ťàlked,4.0635304,
talked,ιalϏed,1.8607707,
precisely,pгecisely,4.2045755,
precisely,pŕeεìséīy,1.3727376,
possess,Լϭsəeƨs,-2.715068,
possess,poɢsess,0.29180378,
automobiles,auƫcmobílӫš,1.4069836,
automobiles,aύſόmobļlɞɜ,-0.7580372,
personnel,persònnɵl,1.6576867,
personnel,çɛrsonnel,2.6336067,
dice,dicè,3.3428776,
dice,dɹce,-0.94160694,
wishlist,wɬɵhlÎԍΐ,-2.327824,
wishlist,wìshlǐԍť,0.38578445,
glen,gien,1.3878326,
glen,ǧǽer,-1.6090358,
expires,ɛxpiŕeɐ,1.7429123,
expires,ʙҥpires,-0.72934526,
decided,decideƌ,4.340886,
decided,decideǒ,1.218896,
montana,moϲtana,1.7689514,
montana,moɾԠana,0.1392106,
compare,cŏmpare,1.3769743,
compare,comparë,4.4556,
holmes,hɒlʍes,1.2509041,
holmes,гoľտϲɔ,-2.6316946,
bush,ɓuыĦ,-2.1739416,
bush,ȯush,0.11790164,
cleaner,öleanɘr,-0.7828193,
cleaner,өlөáner,-0.58700746,
reno,rĕno,2.0445724,
reno,heրo,-1.6587442,
sectors,seċtors,3.321741,
sectors,ǝeɛ˕ćrɘ,-2.7013748,
plus,pluż,-0.104135945,
plus,pɫus,2.3121696,
logs,lógs,2.7418,
logs,lбgs,0.36896923,
colors,coícrʙ,-0.39234263,
colors,őɔlɛʙs,-2.9038904,
rail,rəil,4.4214535,
rail,rɑȉl,-1.7519455,
indicated,Īnɜӕƈated,-1.055498,
indicated,їϲdiɐaƚeà,0.5473145,
riverside,ћiveгsїde,1.7192708,
riverside,ґíƲersîde,0.33608958,
ecommerce,ɵzommeσce,0.17198335,
ecommerce,eǒօmměřόɛ,-1.7297661,
mongolia,mongoՖiä,-0.673805,
mongolia,ψօnΝollæ,-2.7381995,
booking,ʙookƚng,-0.54565763,
booking,bookinN,2.2771914,
arbitration,arѳitrэtion,0.9384895,
arbitration,օřիitruϯiċn,-0.6369473,
stood,ͼtoɘd,-0.774487,
stood,ŝͳood,0.3200125,
seed,sɛƽd,0.8923134,
seed,seëd,3.570754,
criminal,crimΪnai,3.1643267,
criminal,όzǽmiɾal,-1.3522364,
appear,ɑիƥeӧr,-2.7882943,
appear,appeaԻ,3.5170665,
separately,sëpåràͲeıy,0.12820859,
separately,đepaԵà(eІy,-0.71701586,
resource,гeӕoarce,1.2039046,
resource,rѐσoûroá,-2.3727648,
quizzes,quƚcσeƨ,-2.0370753,
quizzes,đuΙzzēs,-0.235718,
appears,āçpearɵ,1.567998,
appears,appeàrŝ,2.64331,
accessing,äzcesɞing,-0.1806241,
accessing,aɜceʚsing,0.9497905,
show,sɦòw,2.5373988,
show,зƀow,-1.8938988,
scenes,ɘόɵneɢ,-3.1501553,
scenes,acĕnes,-0.03925516,
landing,laοԀƚng,-0.34380126,
landing,īänàɫng,0.036632046,
carriers,carrɬeԷs,0.035805605,
carriers,ɔɞrгiʀrs,-0.5695854,
singapore,зingǎϸore,1.205077,
singapore,ƶƚŋgapĉrʙ,-1.5336698,
bookmarks,cookmarǥs,1.628794,
bookmarks,bookɷaґkɞ,1.4168997,
agencies,agencİes,2.5147288,
agencies,agencieƨ,1.5836227,
dodge,ƌoԀgө,0.35127354,
dodge,doʚge,0.7269486,
horrible,horɾıbĩe,1.8415791,
horrible,ґohribїe,1.0352106,
balanced,baĪӧnced,0.5213693,
balanced,bālanoƶб,-1.5951744,
barrier,barrieɍ,4.265513,
barrier,ɒanrīen,-1.6986287,
internship,łntͼrnӟhip,-0.5288385,
internship,ińfѐrnsʀíp,0.8646139,
legitimate,ľegĪtimaͳe,1.887599,
legitimate,legitiǊate,1.5760722,
rico,riod,2.551483,
rico,rįƶo,0.043092392,
distinct,dչӟtïηct,-0.94597423,
distinct,äiϫt1ncҾ,-1.3470852,
second,secoԻd,4.143925,
second,seċońd,3.0024655,
incident,inciöɵǹt,-0.35642833,
incident,inɔiůƶnճ,-2.6162205,
strikes,strikʙs,2.7533555,
strikes,sʈrikes,4.8654675,
narrow,naɛrow,2.0191417,
narrow,näħroφ,-0.4418288,
minolta,mınoItэ,-0.021601915,
minolta,miŕʚlɩa,-0.8981033,
gmbh,gmbř,1.8229537,
gmbh,gmȯħ,0.86915743,
queensland,qŭeeпsĬaԻd,0.3496542,
queensland,queėnslanԀ,3.2892427,
charging,ċňѳrging,0.22818115,
charging,ѳharMiog,-2.0364463,
algorithm,algorɢthǋ,0.22733298,
algorithm,əigoriҼhm,2.2602625,
cottages,cȯtťages,2.64924,
cottages,coʽtaǧes,0.74169225,
salmon,säîmèn,0.41358992,
salmon,saimѕn,3.776442,
automobile,autcmoɒiɨϵ,1.8670934,
automobile,ɢůtomoƃĭїe,-1.4340388,
