model,size,test,ratio,Bootstrap,Category,Class,Support,Support %,Prediction,Prediction %,Mean Score,Med Score,∆ Score,Precision,Recall,F1-Score,Accuracy,AUC,Confusion
llama2,13B,phonetic,0.5,0,offensive,Yes,878,0.3102473498233215,321,0.11342756183745584,0.34113074204946997,0.4,0.07851590106007067,0.75,0.28,0.4,0.75,0.67,"[[1873  636]
 [  79  242]]"
llama2,13B,phonetic,0.5,0,offensive,No,1952,0.6897526501766784,2509,0.8865724381625442,0.34113074204946997,0.4,0.07851590106007067,0.75,0.96,0.84,0.75,0.67,"[[1873  636]
 [  79  242]]"
llama2,13B,phonetic,0.5,0,toxic,Yes,507,0.17915194346289753,874,0.3088339222614841,0.5155830388692579,0.4,0.15053003533568904,0.39,0.67,0.49,0.75,0.76,"[[1789  167]
 [ 534  340]]"
llama2,13B,phonetic,0.5,0,toxic,No,2323,0.8208480565371025,1956,0.6911660777385159,0.5155830388692579,0.4,0.15053003533568904,0.91,0.77,0.84,0.75,0.76,"[[1789  167]
 [ 534  340]]"
llama2,13B,phonetic,0.5,1,hateful,Yes,553,0.19540636042402826,549,0.19399293286219083,0.3814487632508834,0.2,0.11809187279151943,0.4,0.39,0.39,0.76,0.71,"[[1945  336]
 [ 332  217]]"
llama2,13B,phonetic,0.5,1,hateful,No,2277,0.8045936395759717,2281,0.8060070671378092,0.3814487632508834,0.2,0.11809187279151943,0.85,0.85,0.85,0.76,0.71,"[[1945  336]
 [ 332  217]]"
llama2,13B,phonetic,0.5,1,offensive,Yes,878,0.3102473498233215,321,0.11342756183745584,0.34113074204946997,0.4,0.07851590106007067,0.75,0.28,0.4,0.75,0.67,"[[1873  636]
 [  79  242]]"
llama2,13B,phonetic,0.5,1,offensive,No,1952,0.6897526501766784,2509,0.8865724381625442,0.34113074204946997,0.4,0.07851590106007067,0.75,0.96,0.84,0.75,0.67,"[[1873  636]
 [  79  242]]"
llama2,13B,phonetic,0.5,1,toxic,Yes,507,0.17915194346289753,874,0.3088339222614841,0.5155830388692579,0.4,0.15053003533568904,0.39,0.67,0.49,0.75,0.76,"[[1789  167]
 [ 534  340]]"
llama2,13B,phonetic,0.5,1,toxic,No,2323,0.8208480565371025,1956,0.6911660777385159,0.5155830388692579,0.4,0.15053003533568904,0.91,0.77,0.84,0.75,0.76,"[[1789  167]
 [ 534  340]]"
llama2,13B,phonetic,0.5,2,hateful,Yes,553,0.19540636042402826,549,0.19399293286219083,0.3814487632508834,0.2,0.11809187279151943,0.4,0.39,0.39,0.76,0.71,"[[1945  336]
 [ 332  217]]"
llama2,13B,phonetic,0.5,2,hateful,No,2277,0.8045936395759717,2281,0.8060070671378092,0.3814487632508834,0.2,0.11809187279151943,0.85,0.85,0.85,0.76,0.71,"[[1945  336]
 [ 332  217]]"
llama2,13B,phonetic,0.5,2,offensive,Yes,878,0.3102473498233215,321,0.11342756183745584,0.34113074204946997,0.4,0.07851590106007067,0.75,0.28,0.4,0.75,0.67,"[[1873  636]
 [  79  242]]"
llama2,13B,phonetic,0.5,2,offensive,No,1952,0.6897526501766784,2509,0.8865724381625442,0.34113074204946997,0.4,0.07851590106007067,0.75,0.96,0.84,0.75,0.67,"[[1873  636]
 [  79  242]]"
llama2,13B,phonetic,0.5,2,toxic,Yes,507,0.17915194346289753,874,0.3088339222614841,0.5155830388692579,0.4,0.15053003533568904,0.39,0.67,0.49,0.75,0.76,"[[1789  167]
 [ 534  340]]"
llama2,13B,phonetic,0.5,2,toxic,No,2323,0.8208480565371025,1956,0.6911660777385159,0.5155830388692579,0.4,0.15053003533568904,0.91,0.77,0.84,0.75,0.76,"[[1789  167]
 [ 534  340]]"
llama2,13B,phonetic,0.5,3,hateful,Yes,553,0.19540636042402826,549,0.19399293286219083,0.3814487632508834,0.2,0.11809187279151943,0.4,0.39,0.39,0.76,0.71,"[[1945  336]
 [ 332  217]]"
llama2,13B,phonetic,0.5,3,hateful,No,2277,0.8045936395759717,2281,0.8060070671378092,0.3814487632508834,0.2,0.11809187279151943,0.85,0.85,0.85,0.76,0.71,"[[1945  336]
 [ 332  217]]"
llama2,13B,phonetic,0.5,3,offensive,Yes,878,0.3102473498233215,321,0.11342756183745584,0.34113074204946997,0.4,0.07851590106007067,0.75,0.28,0.4,0.75,0.67,"[[1873  636]
 [  79  242]]"
llama2,13B,phonetic,0.5,3,offensive,No,1952,0.6897526501766784,2509,0.8865724381625442,0.34113074204946997,0.4,0.07851590106007067,0.75,0.96,0.84,0.75,0.67,"[[1873  636]
 [  79  242]]"
llama2,13B,phonetic,0.5,3,toxic,Yes,507,0.17915194346289753,874,0.3088339222614841,0.5155830388692579,0.4,0.15053003533568904,0.39,0.67,0.49,0.75,0.76,"[[1789  167]
 [ 534  340]]"
llama2,13B,phonetic,0.5,3,toxic,No,2323,0.8208480565371025,1956,0.6911660777385159,0.5155830388692579,0.4,0.15053003533568904,0.91,0.77,0.84,0.75,0.76,"[[1789  167]
 [ 534  340]]"
llama2,13B,phonetic,0.5,4,hateful,Yes,553,0.19540636042402826,549,0.19399293286219083,0.3814487632508834,0.2,0.11809187279151943,0.4,0.39,0.39,0.76,0.71,"[[1945  336]
 [ 332  217]]"
llama2,13B,phonetic,0.5,4,hateful,No,2277,0.8045936395759717,2281,0.8060070671378092,0.3814487632508834,0.2,0.11809187279151943,0.85,0.85,0.85,0.76,0.71,"[[1945  336]
 [ 332  217]]"
llama2,13B,phonetic,0.5,4,offensive,Yes,878,0.3102473498233215,321,0.11342756183745584,0.34113074204946997,0.4,0.07851590106007067,0.75,0.28,0.4,0.75,0.67,"[[1873  636]
 [  79  242]]"
llama2,13B,phonetic,0.5,4,offensive,No,1952,0.6897526501766784,2509,0.8865724381625442,0.34113074204946997,0.4,0.07851590106007067,0.75,0.96,0.84,0.75,0.67,"[[1873  636]
 [  79  242]]"
llama2,13B,phonetic,0.5,4,toxic,Yes,507,0.17915194346289753,874,0.3088339222614841,0.5155830388692579,0.4,0.15053003533568904,0.39,0.67,0.49,0.75,0.76,"[[1789  167]
 [ 534  340]]"
llama2,13B,phonetic,0.5,4,toxic,No,2323,0.8208480565371025,1956,0.6911660777385159,0.5155830388692579,0.4,0.15053003533568904,0.91,0.77,0.84,0.75,0.76,"[[1789  167]
 [ 534  340]]"
llama2,13B,phonetic,0.5,5,hateful,Yes,553,0.19540636042402826,549,0.19399293286219083,0.3814487632508834,0.2,0.11809187279151943,0.4,0.39,0.39,0.76,0.71,"[[1945  336]
 [ 332  217]]"
llama2,13B,phonetic,0.5,5,hateful,No,2277,0.8045936395759717,2281,0.8060070671378092,0.3814487632508834,0.2,0.11809187279151943,0.85,0.85,0.85,0.76,0.71,"[[1945  336]
 [ 332  217]]"
llama2,13B,phonetic,0.5,5,offensive,Yes,878,0.3102473498233215,321,0.11342756183745584,0.34113074204946997,0.4,0.07851590106007067,0.75,0.28,0.4,0.75,0.67,"[[1873  636]
 [  79  242]]"
llama2,13B,phonetic,0.5,5,offensive,No,1952,0.6897526501766784,2509,0.8865724381625442,0.34113074204946997,0.4,0.07851590106007067,0.75,0.96,0.84,0.75,0.67,"[[1873  636]
 [  79  242]]"
llama2,13B,phonetic,0.5,5,toxic,Yes,507,0.17915194346289753,874,0.3088339222614841,0.5155830388692579,0.4,0.15053003533568904,0.39,0.67,0.49,0.75,0.76,"[[1789  167]
 [ 534  340]]"
llama2,13B,phonetic,0.5,5,toxic,No,2323,0.8208480565371025,1956,0.6911660777385159,0.5155830388692579,0.4,0.15053003533568904,0.91,0.77,0.84,0.75,0.76,"[[1789  167]
 [ 534  340]]"
llama2,13B,phonetic,0.5,6,hateful,Yes,553,0.19540636042402826,549,0.19399293286219083,0.3814487632508834,0.2,0.11809187279151943,0.4,0.39,0.39,0.76,0.71,"[[1945  336]
 [ 332  217]]"
llama2,13B,phonetic,0.5,6,hateful,No,2277,0.8045936395759717,2281,0.8060070671378092,0.3814487632508834,0.2,0.11809187279151943,0.85,0.85,0.85,0.76,0.71,"[[1945  336]
 [ 332  217]]"
llama2,13B,phonetic,0.5,6,offensive,Yes,878,0.3102473498233215,321,0.11342756183745584,0.34113074204946997,0.4,0.07851590106007067,0.75,0.28,0.4,0.75,0.67,"[[1873  636]
 [  79  242]]"
llama2,13B,phonetic,0.5,6,offensive,No,1952,0.6897526501766784,2509,0.8865724381625442,0.34113074204946997,0.4,0.07851590106007067,0.75,0.96,0.84,0.75,0.67,"[[1873  636]
 [  79  242]]"
llama2,13B,phonetic,0.5,6,toxic,Yes,507,0.17915194346289753,874,0.3088339222614841,0.5155830388692579,0.4,0.15053003533568904,0.39,0.67,0.49,0.75,0.76,"[[1789  167]
 [ 534  340]]"
llama2,13B,phonetic,0.5,6,toxic,No,2323,0.8208480565371025,1956,0.6911660777385159,0.5155830388692579,0.4,0.15053003533568904,0.91,0.77,0.84,0.75,0.76,"[[1789  167]
 [ 534  340]]"
llama2,13B,phonetic,0.5,7,hateful,Yes,553,0.19540636042402826,549,0.19399293286219083,0.3814487632508834,0.2,0.11809187279151943,0.4,0.39,0.39,0.76,0.71,"[[1945  336]
 [ 332  217]]"
llama2,13B,phonetic,0.5,7,hateful,No,2277,0.8045936395759717,2281,0.8060070671378092,0.3814487632508834,0.2,0.11809187279151943,0.85,0.85,0.85,0.76,0.71,"[[1945  336]
 [ 332  217]]"
llama2,13B,phonetic,0.5,7,offensive,Yes,878,0.3102473498233215,321,0.11342756183745584,0.34113074204946997,0.4,0.07851590106007067,0.75,0.28,0.4,0.75,0.67,"[[1873  636]
 [  79  242]]"
llama2,13B,phonetic,0.5,7,offensive,No,1952,0.6897526501766784,2509,0.8865724381625442,0.34113074204946997,0.4,0.07851590106007067,0.75,0.96,0.84,0.75,0.67,"[[1873  636]
 [  79  242]]"
llama2,13B,phonetic,0.5,7,toxic,Yes,507,0.17915194346289753,874,0.3088339222614841,0.5155830388692579,0.4,0.15053003533568904,0.39,0.67,0.49,0.75,0.76,"[[1789  167]
 [ 534  340]]"
llama2,13B,phonetic,0.5,7,toxic,No,2323,0.8208480565371025,1956,0.6911660777385159,0.5155830388692579,0.4,0.15053003533568904,0.91,0.77,0.84,0.75,0.76,"[[1789  167]
 [ 534  340]]"
llama2,13B,phonetic,0.5,8,hateful,Yes,553,0.19540636042402826,549,0.19399293286219083,0.3814487632508834,0.2,0.11809187279151943,0.4,0.39,0.39,0.76,0.71,"[[1945  336]
 [ 332  217]]"
llama2,13B,phonetic,0.5,8,hateful,No,2277,0.8045936395759717,2281,0.8060070671378092,0.3814487632508834,0.2,0.11809187279151943,0.85,0.85,0.85,0.76,0.71,"[[1945  336]
 [ 332  217]]"
llama2,13B,phonetic,0.5,8,offensive,Yes,878,0.3102473498233215,321,0.11342756183745584,0.34113074204946997,0.4,0.07851590106007067,0.75,0.28,0.4,0.75,0.67,"[[1873  636]
 [  79  242]]"
llama2,13B,phonetic,0.5,8,offensive,No,1952,0.6897526501766784,2509,0.8865724381625442,0.34113074204946997,0.4,0.07851590106007067,0.75,0.96,0.84,0.75,0.67,"[[1873  636]
 [  79  242]]"
llama2,13B,phonetic,0.5,8,toxic,Yes,507,0.17915194346289753,874,0.3088339222614841,0.5155830388692579,0.4,0.15053003533568904,0.39,0.67,0.49,0.75,0.76,"[[1789  167]
 [ 534  340]]"
llama2,13B,phonetic,0.5,8,toxic,No,2323,0.8208480565371025,1956,0.6911660777385159,0.5155830388692579,0.4,0.15053003533568904,0.91,0.77,0.84,0.75,0.76,"[[1789  167]
 [ 534  340]]"
llama2,13B,phonetic,0.5,9,hateful,Yes,553,0.19540636042402826,549,0.19399293286219083,0.3814487632508834,0.2,0.11809187279151943,0.4,0.39,0.39,0.76,0.71,"[[1945  336]
 [ 332  217]]"
llama2,13B,phonetic,0.5,9,hateful,No,2277,0.8045936395759717,2281,0.8060070671378092,0.3814487632508834,0.2,0.11809187279151943,0.85,0.85,0.85,0.76,0.71,"[[1945  336]
 [ 332  217]]"
llama2,13B,phonetic,0.5,9,offensive,Yes,878,0.3102473498233215,321,0.11342756183745584,0.34113074204946997,0.4,0.07851590106007067,0.75,0.28,0.4,0.75,0.67,"[[1873  636]
 [  79  242]]"
llama2,13B,phonetic,0.5,9,offensive,No,1952,0.6897526501766784,2509,0.8865724381625442,0.34113074204946997,0.4,0.07851590106007067,0.75,0.96,0.84,0.75,0.67,"[[1873  636]
 [  79  242]]"
llama2,13B,phonetic,0.5,9,toxic,Yes,507,0.17915194346289753,874,0.3088339222614841,0.5155830388692579,0.4,0.15053003533568904,0.39,0.67,0.49,0.75,0.76,"[[1789  167]
 [ 534  340]]"
llama2,13B,phonetic,0.5,9,toxic,No,2323,0.8208480565371025,1956,0.6911660777385159,0.5155830388692579,0.4,0.15053003533568904,0.91,0.77,0.84,0.75,0.76,"[[1789  167]
 [ 534  340]]"
llama2,13B,phonetic,0.5,10,hateful,Yes,553,0.19540636042402826,549,0.19399293286219083,0.3814487632508834,0.2,0.11809187279151943,0.4,0.39,0.39,0.76,0.71,"[[1945  336]
 [ 332  217]]"
llama2,13B,phonetic,0.5,10,hateful,No,2277,0.8045936395759717,2281,0.8060070671378092,0.3814487632508834,0.2,0.11809187279151943,0.85,0.85,0.85,0.76,0.71,"[[1945  336]
 [ 332  217]]"
llama2,13B,phonetic,0.5,10,offensive,Yes,878,0.3102473498233215,321,0.11342756183745584,0.34113074204946997,0.4,0.07851590106007067,0.75,0.28,0.4,0.75,0.67,"[[1873  636]
 [  79  242]]"
llama2,13B,phonetic,0.5,10,offensive,No,1952,0.6897526501766784,2509,0.8865724381625442,0.34113074204946997,0.4,0.07851590106007067,0.75,0.96,0.84,0.75,0.67,"[[1873  636]
 [  79  242]]"
llama2,13B,phonetic,0.5,10,toxic,Yes,507,0.17915194346289753,874,0.3088339222614841,0.5155830388692579,0.4,0.15053003533568904,0.39,0.67,0.49,0.75,0.76,"[[1789  167]
 [ 534  340]]"
llama2,13B,phonetic,0.5,10,toxic,No,2323,0.8208480565371025,1956,0.6911660777385159,0.5155830388692579,0.4,0.15053003533568904,0.91,0.77,0.84,0.75,0.76,"[[1789  167]
 [ 534  340]]"
llama2,13B,phonetic,0.5,11,hateful,Yes,553,0.19540636042402826,549,0.19399293286219083,0.3814487632508834,0.2,0.11809187279151943,0.4,0.39,0.39,0.76,0.71,"[[1945  336]
 [ 332  217]]"
llama2,13B,phonetic,0.5,11,hateful,No,2277,0.8045936395759717,2281,0.8060070671378092,0.3814487632508834,0.2,0.11809187279151943,0.85,0.85,0.85,0.76,0.71,"[[1945  336]
 [ 332  217]]"
llama2,13B,phonetic,0.5,11,offensive,Yes,878,0.3102473498233215,321,0.11342756183745584,0.34113074204946997,0.4,0.07851590106007067,0.75,0.28,0.4,0.75,0.67,"[[1873  636]
 [  79  242]]"
llama2,13B,phonetic,0.5,11,offensive,No,1952,0.6897526501766784,2509,0.8865724381625442,0.34113074204946997,0.4,0.07851590106007067,0.75,0.96,0.84,0.75,0.67,"[[1873  636]
 [  79  242]]"
llama2,13B,phonetic,0.5,11,toxic,Yes,507,0.17915194346289753,874,0.3088339222614841,0.5155830388692579,0.4,0.15053003533568904,0.39,0.67,0.49,0.75,0.76,"[[1789  167]
 [ 534  340]]"
llama2,13B,phonetic,0.5,11,toxic,No,2323,0.8208480565371025,1956,0.6911660777385159,0.5155830388692579,0.4,0.15053003533568904,0.91,0.77,0.84,0.75,0.76,"[[1789  167]
 [ 534  340]]"
llama2,13B,phonetic,0.5,12,hateful,Yes,553,0.19540636042402826,549,0.19399293286219083,0.3814487632508834,0.2,0.11809187279151943,0.4,0.39,0.39,0.76,0.71,"[[1945  336]
 [ 332  217]]"
llama2,13B,phonetic,0.5,12,hateful,No,2277,0.8045936395759717,2281,0.8060070671378092,0.3814487632508834,0.2,0.11809187279151943,0.85,0.85,0.85,0.76,0.71,"[[1945  336]
 [ 332  217]]"
llama2,13B,phonetic,0.5,12,offensive,Yes,878,0.3102473498233215,321,0.11342756183745584,0.34113074204946997,0.4,0.07851590106007067,0.75,0.28,0.4,0.75,0.67,"[[1873  636]
 [  79  242]]"
llama2,13B,phonetic,0.5,12,offensive,No,1952,0.6897526501766784,2509,0.8865724381625442,0.34113074204946997,0.4,0.07851590106007067,0.75,0.96,0.84,0.75,0.67,"[[1873  636]
 [  79  242]]"
llama2,13B,phonetic,0.5,12,toxic,Yes,507,0.17915194346289753,874,0.3088339222614841,0.5155830388692579,0.4,0.15053003533568904,0.39,0.67,0.49,0.75,0.76,"[[1789  167]
 [ 534  340]]"
llama2,13B,phonetic,0.5,12,toxic,No,2323,0.8208480565371025,1956,0.6911660777385159,0.5155830388692579,0.4,0.15053003533568904,0.91,0.77,0.84,0.75,0.76,"[[1789  167]
 [ 534  340]]"
llama2,13B,phonetic,0.5,13,hateful,Yes,553,0.19540636042402826,549,0.19399293286219083,0.3814487632508834,0.2,0.11809187279151943,0.4,0.39,0.39,0.76,0.71,"[[1945  336]
 [ 332  217]]"
llama2,13B,phonetic,0.5,13,hateful,No,2277,0.8045936395759717,2281,0.8060070671378092,0.3814487632508834,0.2,0.11809187279151943,0.85,0.85,0.85,0.76,0.71,"[[1945  336]
 [ 332  217]]"
llama2,13B,phonetic,0.5,13,offensive,Yes,878,0.3102473498233215,321,0.11342756183745584,0.34113074204946997,0.4,0.07851590106007067,0.75,0.28,0.4,0.75,0.67,"[[1873  636]
 [  79  242]]"
llama2,13B,phonetic,0.5,13,offensive,No,1952,0.6897526501766784,2509,0.8865724381625442,0.34113074204946997,0.4,0.07851590106007067,0.75,0.96,0.84,0.75,0.67,"[[1873  636]
 [  79  242]]"
llama2,13B,phonetic,0.5,13,toxic,Yes,507,0.17915194346289753,874,0.3088339222614841,0.5155830388692579,0.4,0.15053003533568904,0.39,0.67,0.49,0.75,0.76,"[[1789  167]
 [ 534  340]]"
llama2,13B,phonetic,0.5,13,toxic,No,2323,0.8208480565371025,1956,0.6911660777385159,0.5155830388692579,0.4,0.15053003533568904,0.91,0.77,0.84,0.75,0.76,"[[1789  167]
 [ 534  340]]"
llama2,13B,phonetic,0.5,14,hateful,Yes,553,0.19540636042402826,549,0.19399293286219083,0.3814487632508834,0.2,0.11809187279151943,0.4,0.39,0.39,0.76,0.71,"[[1945  336]
 [ 332  217]]"
llama2,13B,phonetic,0.5,14,hateful,No,2277,0.8045936395759717,2281,0.8060070671378092,0.3814487632508834,0.2,0.11809187279151943,0.85,0.85,0.85,0.76,0.71,"[[1945  336]
 [ 332  217]]"
llama2,13B,phonetic,0.5,14,offensive,Yes,878,0.3102473498233215,321,0.11342756183745584,0.34113074204946997,0.4,0.07851590106007067,0.75,0.28,0.4,0.75,0.67,"[[1873  636]
 [  79  242]]"
llama2,13B,phonetic,0.5,14,offensive,No,1952,0.6897526501766784,2509,0.8865724381625442,0.34113074204946997,0.4,0.07851590106007067,0.75,0.96,0.84,0.75,0.67,"[[1873  636]
 [  79  242]]"
llama2,13B,phonetic,0.5,14,toxic,Yes,507,0.17915194346289753,874,0.3088339222614841,0.5155830388692579,0.4,0.15053003533568904,0.39,0.67,0.49,0.75,0.76,"[[1789  167]
 [ 534  340]]"
llama2,13B,phonetic,0.5,14,toxic,No,2323,0.8208480565371025,1956,0.6911660777385159,0.5155830388692579,0.4,0.15053003533568904,0.91,0.77,0.84,0.75,0.76,"[[1789  167]
 [ 534  340]]"
llama2,13B,phonetic,0.5,15,hateful,Yes,553,0.19540636042402826,549,0.19399293286219083,0.3814487632508834,0.2,0.11809187279151943,0.4,0.39,0.39,0.76,0.71,"[[1945  336]
 [ 332  217]]"
llama2,13B,phonetic,0.5,15,hateful,No,2277,0.8045936395759717,2281,0.8060070671378092,0.3814487632508834,0.2,0.11809187279151943,0.85,0.85,0.85,0.76,0.71,"[[1945  336]
 [ 332  217]]"
llama2,13B,phonetic,0.5,15,offensive,Yes,878,0.3102473498233215,321,0.11342756183745584,0.34113074204946997,0.4,0.07851590106007067,0.75,0.28,0.4,0.75,0.67,"[[1873  636]
 [  79  242]]"
llama2,13B,phonetic,0.5,15,offensive,No,1952,0.6897526501766784,2509,0.8865724381625442,0.34113074204946997,0.4,0.07851590106007067,0.75,0.96,0.84,0.75,0.67,"[[1873  636]
 [  79  242]]"
llama2,13B,phonetic,0.5,15,toxic,Yes,507,0.17915194346289753,874,0.3088339222614841,0.5155830388692579,0.4,0.15053003533568904,0.39,0.67,0.49,0.75,0.76,"[[1789  167]
 [ 534  340]]"
llama2,13B,phonetic,0.5,15,toxic,No,2323,0.8208480565371025,1956,0.6911660777385159,0.5155830388692579,0.4,0.15053003533568904,0.91,0.77,0.84,0.75,0.76,"[[1789  167]
 [ 534  340]]"
llama2,13B,phonetic,0.5,16,hateful,Yes,553,0.19540636042402826,549,0.19399293286219083,0.3814487632508834,0.2,0.11809187279151943,0.4,0.39,0.39,0.76,0.71,"[[1945  336]
 [ 332  217]]"
llama2,13B,phonetic,0.5,16,hateful,No,2277,0.8045936395759717,2281,0.8060070671378092,0.3814487632508834,0.2,0.11809187279151943,0.85,0.85,0.85,0.76,0.71,"[[1945  336]
 [ 332  217]]"
llama2,13B,phonetic,0.5,16,offensive,Yes,878,0.3102473498233215,321,0.11342756183745584,0.34113074204946997,0.4,0.07851590106007067,0.75,0.28,0.4,0.75,0.67,"[[1873  636]
 [  79  242]]"
llama2,13B,phonetic,0.5,16,offensive,No,1952,0.6897526501766784,2509,0.8865724381625442,0.34113074204946997,0.4,0.07851590106007067,0.75,0.96,0.84,0.75,0.67,"[[1873  636]
 [  79  242]]"
llama2,13B,phonetic,0.5,16,toxic,Yes,507,0.17915194346289753,874,0.3088339222614841,0.5155830388692579,0.4,0.15053003533568904,0.39,0.67,0.49,0.75,0.76,"[[1789  167]
 [ 534  340]]"
llama2,13B,phonetic,0.5,16,toxic,No,2323,0.8208480565371025,1956,0.6911660777385159,0.5155830388692579,0.4,0.15053003533568904,0.91,0.77,0.84,0.75,0.76,"[[1789  167]
 [ 534  340]]"
llama2,13B,phonetic,0.5,17,hateful,Yes,553,0.19540636042402826,549,0.19399293286219083,0.3814487632508834,0.2,0.11809187279151943,0.4,0.39,0.39,0.76,0.71,"[[1945  336]
 [ 332  217]]"
llama2,13B,phonetic,0.5,17,hateful,No,2277,0.8045936395759717,2281,0.8060070671378092,0.3814487632508834,0.2,0.11809187279151943,0.85,0.85,0.85,0.76,0.71,"[[1945  336]
 [ 332  217]]"
llama2,13B,phonetic,0.5,17,offensive,Yes,878,0.3102473498233215,321,0.11342756183745584,0.34113074204946997,0.4,0.07851590106007067,0.75,0.28,0.4,0.75,0.67,"[[1873  636]
 [  79  242]]"
llama2,13B,phonetic,0.5,17,offensive,No,1952,0.6897526501766784,2509,0.8865724381625442,0.34113074204946997,0.4,0.07851590106007067,0.75,0.96,0.84,0.75,0.67,"[[1873  636]
 [  79  242]]"
llama2,13B,phonetic,0.5,17,toxic,Yes,507,0.17915194346289753,874,0.3088339222614841,0.5155830388692579,0.4,0.15053003533568904,0.39,0.67,0.49,0.75,0.76,"[[1789  167]
 [ 534  340]]"
llama2,13B,phonetic,0.5,17,toxic,No,2323,0.8208480565371025,1956,0.6911660777385159,0.5155830388692579,0.4,0.15053003533568904,0.91,0.77,0.84,0.75,0.76,"[[1789  167]
 [ 534  340]]"
llama2,13B,phonetic,0.5,18,hateful,Yes,553,0.19540636042402826,549,0.19399293286219083,0.3814487632508834,0.2,0.11809187279151943,0.4,0.39,0.39,0.76,0.71,"[[1945  336]
 [ 332  217]]"
llama2,13B,phonetic,0.5,18,hateful,No,2277,0.8045936395759717,2281,0.8060070671378092,0.3814487632508834,0.2,0.11809187279151943,0.85,0.85,0.85,0.76,0.71,"[[1945  336]
 [ 332  217]]"
llama2,13B,phonetic,0.5,18,offensive,Yes,878,0.3102473498233215,321,0.11342756183745584,0.34113074204946997,0.4,0.07851590106007067,0.75,0.28,0.4,0.75,0.67,"[[1873  636]
 [  79  242]]"
llama2,13B,phonetic,0.5,18,offensive,No,1952,0.6897526501766784,2509,0.8865724381625442,0.34113074204946997,0.4,0.07851590106007067,0.75,0.96,0.84,0.75,0.67,"[[1873  636]
 [  79  242]]"
llama2,13B,phonetic,0.5,18,toxic,Yes,507,0.17915194346289753,874,0.3088339222614841,0.5155830388692579,0.4,0.15053003533568904,0.39,0.67,0.49,0.75,0.76,"[[1789  167]
 [ 534  340]]"
llama2,13B,phonetic,0.5,18,toxic,No,2323,0.8208480565371025,1956,0.6911660777385159,0.5155830388692579,0.4,0.15053003533568904,0.91,0.77,0.84,0.75,0.76,"[[1789  167]
 [ 534  340]]"
llama2,13B,phonetic,0.5,19,hateful,Yes,553,0.19540636042402826,549,0.19399293286219083,0.3814487632508834,0.2,0.11809187279151943,0.4,0.39,0.39,0.76,0.71,"[[1945  336]
 [ 332  217]]"
llama2,13B,phonetic,0.5,19,hateful,No,2277,0.8045936395759717,2281,0.8060070671378092,0.3814487632508834,0.2,0.11809187279151943,0.85,0.85,0.85,0.76,0.71,"[[1945  336]
 [ 332  217]]"
llama2,13B,phonetic,0.5,19,offensive,Yes,878,0.3102473498233215,321,0.11342756183745584,0.34113074204946997,0.4,0.07851590106007067,0.75,0.28,0.4,0.75,0.67,"[[1873  636]
 [  79  242]]"
llama2,13B,phonetic,0.5,19,offensive,No,1952,0.6897526501766784,2509,0.8865724381625442,0.34113074204946997,0.4,0.07851590106007067,0.75,0.96,0.84,0.75,0.67,"[[1873  636]
 [  79  242]]"
llama2,13B,phonetic,0.5,19,toxic,Yes,507,0.17915194346289753,874,0.3088339222614841,0.5155830388692579,0.4,0.15053003533568904,0.39,0.67,0.49,0.75,0.76,"[[1789  167]
 [ 534  340]]"
llama2,13B,phonetic,0.5,19,toxic,No,2323,0.8208480565371025,1956,0.6911660777385159,0.5155830388692579,0.4,0.15053003533568904,0.91,0.77,0.84,0.75,0.76,"[[1789  167]
 [ 534  340]]"
llama2,13B,phonetic,0.5,20,hateful,Yes,553,0.19540636042402826,549,0.19399293286219083,0.3814487632508834,0.2,0.11809187279151943,0.4,0.39,0.39,0.76,0.71,"[[1945  336]
 [ 332  217]]"
llama2,13B,phonetic,0.5,20,hateful,No,2277,0.8045936395759717,2281,0.8060070671378092,0.3814487632508834,0.2,0.11809187279151943,0.85,0.85,0.85,0.76,0.71,"[[1945  336]
 [ 332  217]]"
